time,vehicle_id,co2,fuel,nox
86.00,veh39,4608.54,1470.33,1.88
86.00,veh4,2298.06,733.06,0.96
86.00,veh47,4522.72,1442.94,1.85
86.00,veh48,1743.23,556.16,0.60
86.00,veh49,3116.31,994.25,1.21
86.00,veh5,2298.06,733.06,0.96
86.00,veh6,2298.06,733.06,0.96
87.00,veh12,2298.06,733.06,0.96
87.00,veh13,2298.06,733.06,0.96
87.00,veh14,2298.06,733.06,0.96
87.00,veh15,2298.06,733.06,0.96
87.00,veh16,2297.89,733.00,0.96
87.00,veh2,2298.06,733.06,0.96
87.00,veh20,4086.45,1303.80,1.60
87.00,veh21,4359.17,1390.76,1.79
87.00,veh22,3015.97,962.20,1.21
87.00,veh23,2633.51,840.14,1.07
87.00,veh24,2312.38,737.63,0.96
87.00,veh28,3983.80,1270.99,1.63
87.00,veh29,4035.65,1287.52,1.66
87.00,veh3,2298.06,733.06,0.96
87.00,veh37,2195.97,700.49,0.91
87.00,veh38,0.00,0.00,0.00
87.00,veh39,2341.31,747.05,0.79
87.00,veh4,2298.06,733.06,0.96
87.00,veh47,3984.23,1271.17,1.58
87.00,veh48,1785.74,569.72,0.62
87.00,veh49,4112.16,1311.96,1.67
87.00,veh5,2298.06,733.06,0.96
87.00,veh6,2298.06,733.06,0.96
88.00,veh12,2298.06,733.06,0.96
88.00,veh13,2298.06,733.06,0.96
88.00,veh14,2298.06,733.06,0.96
88.00,veh15,2298.06,733.06,0.96
88.00,veh16,2298.04,733.05,0.96
88.00,veh2,2298.06,733.06,0.96
88.00,veh20,3285.11,1048.17,1.21
88.00,veh21,4619.30,1473.76,1.89
88.00,veh22,2951.85,941.75,1.17
88.00,veh23,3033.57,967.78,1.24
88.00,veh24,2400.70,765.82,0.99
88.00,veh28,3452.37,1101.46,1.36
88.00,veh29,4172.98,1331.35,1.70
88.00,veh3,2298.06,733.06,0.96
88.00,veh37,2286.09,729.24,0.95
88.00,veh38,0.00,0.00,0.00
88.00,veh39,1305.73,416.68,0.30
88.00,veh4,2298.06,733.06,0.96
88.00,veh47,2943.17,939.06,1.08
88.00,veh48,3465.94,1105.75,1.41
88.00,veh49,0.00,0.00,0.00
88.00,veh5,2298.06,733.06,0.96
88.00,veh6,2298.06,733.06,0.96
89.00,veh12,2298.06,733.06,0.96
89.00,veh13,2298.06,733.06,0.96
89.00,veh14,2298.06,733.06,0.96
89.00,veh15,2298.06,733.06,0.96
89.00,veh16,2298.06,733.06,0.96
89.00,veh2,2298.06,733.06,0.96
89.00,veh20,0.00,0.00,0.00
89.00,veh21,4924.74,1571.21,2.02
89.00,veh22,2994.82,955.47,1.18
89.00,veh23,2806.52,895.35,1.13
89.00,veh24,2545.01,811.87,1.05
89.00,veh28,3216.98,1026.38,1.24
89.00,veh29,4394.06,1401.89,1.79
89.00,veh3,2298.06,733.06,0.96
89.00,veh37,2351.69,750.18,0.97
89.00,veh38,3171.83,1011.91,1.28
89.00,veh39,2013.83,642.58,0.64
89.00,veh4,2298.06,733.06,0.96
89.00,veh47,0.00,0.00,0.00
89.00,veh48,3085.75,984.47,1.22
89.00,veh49,0.00,0.00,0.00
89.00,veh5,2298.06,733.06,0.96
89.00,veh6,2298.06,733.06,0.96
90.00,veh12,2298.06,733.06,0.96
90.00,veh13,2298.06,733.06,0.96
90.00,veh14,2298.06,733.06,0.96
90.00,veh15,2298.06,733.06,0.96
90.00,veh16,2298.06,733.06,0.96
90.00,veh2,2298.06,733.06,0.96
90.00,veh20,0.00,0.00,0.00
90.00,veh21,4941.21,1576.48,2.01
90.00,veh22,3960.01,1263.39,1.62
90.00,veh23,2825.43,901.40,1.13
90.00,veh24,2596.07,828.17,1.06
90.00,veh28,3435.98,1096.25,1.34
90.00,veh29,3530.15,1126.30,1.37
90.00,veh3,2298.06,733.06,0.96
90.00,veh37,2466.15,786.71,1.02
90.00,veh38,3500.07,1116.64,1.42
90.00,veh39,2168.06,691.78,0.71
90.00,veh4,2298.06,733.06,0.96
90.00,veh47,0.00,0.00,0.00
90.00,veh48,3570.88,1139.25,1.44
90.00,veh49,3189.70,1017.59,1.31
90.00,veh5,2298.06,733.06,0.96
90.00,veh6,2298.06,733.06,0.96
91.00,veh12,2298.06,733.06,0.96
91.00,veh13,2298.06,733.06,0.96
91.00,veh14,2298.06,733.06,0.96
91.00,veh15,2298.06,733.06,0.96
91.00,veh16,2298.06,733.06,0.96
91.00,veh2,2364.29,754.20,0.98
91.00,veh20,0.00,0.00,0.00
91.00,veh21,3081.60,983.24,1.12
91.00,veh22,3886.45,1239.94,1.57
91.00,veh23,3304.94,1054.38,1.34
91.00,veh24,2450.90,781.87,0.99
91.00,veh25,2298.06,733.06,0.96
91.00,veh29,4471.90,1426.75,1.81
91.00,veh3,2298.06,733.06,0.96
91.00,veh37,2629.44,838.81,1.08
91.00,veh38,3170.26,1011.44,1.26
91.00,veh39,2583.96,824.46,0.91
91.00,veh4,2298.06,733.06,0.96
91.00,veh47,3001.80,957.65,1.22
91.00,veh48,2990.80,954.21,1.15
91.00,veh49,3071.50,979.90,1.24
91.00,veh5,2298.06,733.06,0.96
91.00,veh6,2298.06,733.06,0.96
92.00,veh12,2298.06,733.06,0.96
92.00,veh13,2298.06,733.06,0.96
92.00,veh14,2298.06,733.06,0.96
92.00,veh15,2298.06,733.06,0.96
92.00,veh16,2298.06,733.06,0.96
92.00,veh2,2327.69,742.53,0.96
92.00,veh20,0.00,0.00,0.00
92.00,veh21,1650.35,526.65,0.44
92.00,veh22,3804.85,1213.92,1.52
92.00,veh23,2872.09,916.31,1.13
92.00,veh24,2705.13,862.99,1.10
92.00,veh25,2379.56,759.07,0.99
92.00,veh3,2298.06,733.06,0.96
92.00,veh37,2699.54,861.19,1.11
92.00,veh38,3938.30,1256.47,1.61
92.00,veh39,2327.20,742.55,0.78
92.00,veh4,2298.06,733.06,0.96
92.00,veh47,3295.07,1051.22,1.35
92.00,veh48,4088.94,1304.54,1.66
92.00,veh49,3378.56,1077.87,1.38
92.00,veh5,2298.06,733.06,0.96
92.00,veh6,2298.06,733.06,0.96
93.00,veh12,2298.06,733.06,0.96
93.00,veh13,2298.06,733.06,0.96
93.00,veh14,2298.06,733.06,0.96
93.00,veh15,2298.06,733.06,0.96
93.00,veh16,2298.06,733.06,0.96
93.00,veh2,2601.85,830.01,1.07
93.00,veh20,2457.49,783.99,0.98
93.00,veh21,2331.71,744.02,0.76
93.00,veh22,0.00,0.00,0.00
93.00,veh23,2921.05,931.94,1.14
93.00,veh24,2596.19,828.24,1.04
93.00,veh25,2532.21,807.78,1.05
93.00,veh3,2298.06,733.06,0.96
93.00,veh37,2560.74,816.92,1.03
93.00,veh38,3792.66,1210.02,1.52
93.00,veh39,1977.21,630.90,0.62
93.00,veh4,2298.06,733.06,0.96
93.00,veh47,3231.75,1031.04,1.31
93.00,veh48,4005.02,1277.79,1.61
93.00,veh49,3691.63,1177.76,1.51
93.00,veh5,2298.06,733.06,0.96
93.00,veh6,2298.06,733.06,0.96
94.00,veh12,2298.06,733.06,0.96
94.00,veh13,2298.06,733.06,0.96
94.00,veh14,2298.06,733.06,0.96
94.00,veh15,2298.06,733.06,0.96
94.00,veh16,2298.04,733.05,0.96
94.00,veh2,2692.12,858.82,1.11
94.00,veh20,2515.03,802.35,1.00
94.00,veh21,0.00,0.00,0.00
94.00,veh22,0.00,0.00,0.00
94.00,veh23,4014.31,1280.72,1.65
94.00,veh24,3162.43,1008.90,1.29
94.00,veh25,2410.48,768.96,0.98
94.00,veh3,2298.06,733.06,0.96
94.00,veh37,2732.68,871.78,1.10
94.00,veh38,3827.45,1221.13,1.53
94.00,veh39,0.00,0.00,0.00
94.00,veh4,2298.06,733.06,0.96
94.00,veh47,2773.53,884.87,1.08
94.00,veh48,3798.15,1211.80,1.50
94.00,veh49,3034.01,967.98,1.19
94.00,veh5,2298.06,733.06,0.96
94.00,veh6,2298.06,733.06,0.96
95.00,veh12,2298.06,733.06,0.96
95.00,veh13,2298.06,733.06,0.96
95.00,veh14,2298.06,733.06,0.96
95.00,veh15,2298.06,733.06,0.96
95.00,veh16,2298.06,733.06,0.96
95.00,veh2,2770.57,883.86,1.13
95.00,veh20,2593.80,827.49,1.03
95.00,veh21,0.00,0.00,0.00
95.00,veh22,2961.40,944.78,1.18
95.00,veh23,3430.05,1094.34,1.36
95.00,veh24,2810.02,896.48,1.12
95.00,veh25,2522.51,804.71,1.03
95.00,veh26,2298.06,733.06,0.96
95.00,veh3,2298.06,733.06,0.96
95.00,veh37,2669.44,851.62,1.06
95.00,veh38,4116.38,1313.32,1.65
95.00,veh39,0.00,0.00,0.00
95.00,veh4,2298.06,733.06,0.96
95.00,veh47,2838.92,905.73,1.10
95.00,veh48,2541.47,810.90,0.89
95.00,veh49,3840.55,1225.29,1.56
95.00,veh5,2298.06,733.06,0.96
95.00,veh6,2298.06,733.06,0.96
96.00,veh12,2298.06,733.06,0.96
96.00,veh13,2298.06,733.06,0.96
96.00,veh14,2298.06,733.06,0.96
96.00,veh15,2298.06,733.06,0.96
96.00,veh16,2298.06,733.06,0.96
96.00,veh2,2499.46,797.38,1.00
96.00,veh20,3162.78,1009.02,1.29
96.00,veh21,0.00,0.00,0.00
96.00,veh22,0.00,0.00,0.00
96.00,veh23,2213.10,706.11,0.77
96.00,veh24,3246.35,1035.69,1.31
96.00,veh25,2792.29,890.79,1.14
96.00,veh26,2325.28,741.75,0.96
96.00,veh3,2298.06,733.06,0.96
96.00,veh37,2962.63,945.16,1.19
96.00,veh38,3963.31,1264.50,1.57
96.00,veh39,0.00,0.00,0.00
96.00,veh4,2298.06,733.06,0.96
96.00,veh47,3820.88,1219.01,1.56
96.00,veh48,1914.34,610.84,0.60
96.00,veh49,3967.83,1265.91,1.60
96.00,veh5,2298.06,733.06,0.96
96.00,veh6,2298.06,733.06,0.96
97.00,veh12,2298.06,733.06,0.96
97.00,veh13,2298.06,733.06,0.96
97.00,veh14,2298.06,733.06,0.96
97.00,veh15,2298.06,733.06,0.96
97.00,veh16,2298.06,733.06,0.96
97.00,veh2,3149.56,1004.79,1.29
97.00,veh20,3288.63,1049.18,1.34
97.00,veh21,1964.20,626.61,0.75
97.00,veh22,0.00,0.00,0.00
97.00,veh23,0.00,0.00,0.00
97.00,veh24,3523.09,1123.99,1.43
97.00,veh25,2745.98,876.03,1.11
97.00,veh26,2482.28,791.85,1.03
97.00,veh3,2298.06,733.06,0.96
97.00,veh37,3213.87,1025.33,1.30
97.00,veh38,4707.38,1501.88,1.91
97.00,veh39,2228.75,711.04,0.85
97.00,veh4,2298.06,733.06,0.96
97.00,veh47,3978.24,1269.22,1.62
97.00,veh48,1240.52,395.88,0.28
97.00,veh49,3772.42,1203.58,1.50
97.00,veh5,2298.06,733.06,0.96
97.00,veh6,2298.06,733.06,0.96
98.00,veh12,2298.06,733.06,0.96
98.00,veh13,2298.06,733.06,0.96
98.00,veh14,2298.06,733.06,0.96
98.00,veh15,2298.06,733.06,0.96
98.00,veh16,2298.06,733.06,0.96
98.00,veh2,3087.23,984.92,1.25
98.00,veh20,3620.57,1155.09,1.48
98.00,veh21,2956.37,943.14,1.21
98.00,veh22,2287.60,729.72,0.95
98.00,veh23,1948.98,621.79,0.72
98.00,veh24,3854.52,1229.74,1.57
98.00,veh25,2698.61,860.92,1.08
98.00,veh26,2351.83,750.24,0.96
98.00,veh3,2298.06,733.06,0.96
98.00,veh37,3284.66,1047.92,1.32
98.00,veh38,3934.39,1255.30,1.53
98.00,veh39,2801.37,893.72,1.11
98.00,veh4,2298.06,733.06,0.96
98.00,veh47,4265.44,1360.86,1.74
98.00,veh48,2151.17,686.39,0.71
98.00,veh49,2523.23,805.07,0.90
98.00,veh5,2298.06,733.06,0.96
98.00,veh6,2298.06,733.06,0.96
99.00,veh12,2298.06,733.06,0.96
99.00,veh13,2298.06,733.06,0.96
99.00,veh14,2298.06,733.06,0.96
99.00,veh15,2298.06,733.06,0.96
99.00,veh16,2298.06,733.06,0.96
99.00,veh2,2692.18,858.90,1.05
99.00,veh20,3189.23,1017.49,1.26
99.00,veh21,2787.92,889.41,1.12
99.00,veh22,2297.62,732.92,0.96
99.00,veh23,2923.50,932.69,1.17
99.00,veh24,3679.79,1174.01,1.48
99.00,veh25,2889.71,921.90,1.16
99.00,veh26,2726.13,869.67,1.12
99.00,veh3,2298.06,733.06,0.96
99.00,veh37,3840.42,1225.24,1.57
99.00,veh39,3021.15,963.85,1.21
99.00,veh4,2298.06,733.06,0.96
99.00,veh47,4261.58,1359.64,1.72
99.00,veh48,2264.50,722.54,0.76
99.00,veh49,2401.83,766.35,0.84
99.00,veh5,2298.06,733.06,0.96
99.00,veh6,2298.06,733.06,0.96
100.00,veh12,2298.06,733.06,0.96
100.00,veh13,2298.06,733.06,0.96
100.00,veh14,2298.06,733.06,0.96
100.00,veh15,2298.06,733.06,0.96
100.00,veh16,2298.06,733.06,0.96
100.00,veh2,2956.18,943.13,1.17
100.00,veh20,3839.81,1225.05,1.56
100.00,veh21,3020.31,963.56,1.22
100.00,veh22,2297.90,733.01,0.96
100.00,veh23,0.00,0.00,0.00
100.00,veh24,1491.10,475.78,0.44
100.00,veh25,3481.42,1110.68,1.43
100.00,veh26,2570.20,819.93,1.04
100.00,veh3,2298.06,733.06,0.96
100.00,veh30,2298.06,733.06,0.96
100.00,veh37,3044.26,971.26,1.18
100.00,veh39,3191.19,1018.10,1.28
100.00,veh4,2298.06,733.06,0.96
100.00,veh47,0.00,0.00,0.00
100.00,veh48,2268.04,723.68,0.76
100.00,veh49,2553.46,814.72,0.91
100.00,veh5,2298.06,733.06,0.96
100.00,veh6,2298.06,733.06,0.96
101.00,veh12,2298.06,733.06,0.96
101.00,veh13,2298.06,733.06,0.96
101.00,veh14,2298.06,733.06,0.96
101.00,veh15,2298.06,733.06,0.96
101.00,veh16,2298.06,733.06,0.96
101.00,veh2,2843.64,907.24,1.11
101.00,veh20,3385.85,1080.24,1.33
101.00,veh21,2844.19,907.39,1.13
101.00,veh22,2298.06,733.06,0.96
101.00,veh23,2297.14,732.76,0.96
101.00,veh24,0.00,0.00,0.00
101.00,veh25,3066.62,978.36,1.22
101.00,veh26,2643.37,843.29,1.07
101.00,veh3,2298.06,733.06,0.96
101.00,veh30,2327.72,742.53,0.96
101.00,veh37,3272.86,1044.19,1.28
101.00,veh39,3057.60,975.50,1.20
101.00,veh4,2298.06,733.06,0.96
101.00,veh47,0.00,0.00,0.00
101.00,veh48,2194.01,700.06,0.73
101.00,veh49,1929.98,615.82,0.61
101.00,veh5,2298.06,733.06,0.96
101.00,veh6,2298.06,733.06,0.96
102.00,veh12,2298.06,733.06,0.96
102.00,veh13,2298.06,733.06,0.96
102.00,veh14,2298.06,733.06,0.96
102.00,veh15,2298.06,733.06,0.96
102.00,veh16,2298.06,733.06,0.96
102.00,veh2,3537.24,1128.52,1.43
102.00,veh20,4407.43,1406.16,1.80
102.00,veh21,3609.17,1151.45,1.48
102.00,veh22,2298.06,733.06,0.96
102.00,veh23,2298.02,733.04,0.96
102.00,veh24,0.00,0.00,0.00
102.00,veh25,3078.81,982.26,1.22
102.00,veh26,3123.11,996.35,1.28
102.00,veh3,2341.99,747.08,0.97
102.00,veh30,2415.08,770.41,1.00
102.00,veh37,3695.54,1179.05,1.47
102.00,veh39,3326.20,1061.20,1.32
102.00,veh4,2298.06,733.06,0.96
102.00,veh47,0.00,0.00,0.00
102.00,veh48,0.00,0.00,0.00
102.00,veh49,1762.74,562.47,0.53
102.00,veh5,2298.06,733.06,0.96
102.00,veh6,2298.06,733.06,0.96
103.00,veh12,2298.06,733.06,0.96
103.00,veh13,2298.06,733.06,0.96
103.00,veh14,2298.06,733.06,0.96
103.00,veh15,2298.06,733.06,0.96
103.00,veh16,2298.06,733.06,0.96
103.00,veh2,3729.07,1189.73,1.50
103.00,veh20,0.00,0.00,0.00
103.00,veh21,3584.55,1143.60,1.45
103.00,veh22,2298.06,733.06,0.96
103.00,veh23,2298.04,733.05,0.96
103.00,veh24,2167.47,691.40,0.89
103.00,veh25,3747.45,1195.58,1.52
103.00,veh26,2953.85,942.36,1.19
103.00,veh3,2370.79,756.28,0.98
103.00,veh30,2584.86,824.59,1.07
103.00,veh37,3579.29,1141.97,1.41
103.00,veh39,3527.05,1125.28,1.40
103.00,veh4,2290.99,730.81,0.95
103.00,veh47,2046.00,652.74,0.76
103.00,veh48,0.00,0.00,0.00
103.00,veh49,1812.28,578.27,0.55
103.00,veh5,2298.06,733.06,0.96
103.00,veh6,2298.06,733.06,0.96
104.00,veh12,2298.06,733.06,0.96
104.00,veh13,2298.06,733.06,0.96
104.00,veh14,2298.06,733.06,0.96
104.00,veh15,2298.06,733.06,0.96
104.00,veh16,2298.06,733.06,0.96
104.00,veh2,3115.65,994.04,1.20
104.00,veh20,0.00,0.00,0.00
104.00,veh21,3757.47,1198.78,1.52
104.00,veh22,2298.06,733.06,0.96
104.00,veh23,2298.06,733.06,0.96
104.00,veh24,2292.49,731.28,0.95
104.00,veh25,2370.76,756.40,0.86
104.00,veh26,2806.37,895.32,1.11
104.00,veh3,2609.02,832.30,1.08
104.00,veh30,2521.78,804.48,1.03
104.00,veh39,4379.75,1397.32,1.79
104.00,veh4,2311.21,737.26,0.95
104.00,veh47,3217.60,1026.51,1.31
104.00,veh48,0.00,0.00,0.00
104.00,veh49,0.00,0.00,0.00
104.00,veh5,2285.33,729.00,0.95
104.00,veh6,2298.06,733.06,0.96
105.00,veh12,2298.06,733.06,0.96
105.00,veh13,2298.06,733.06,0.96
105.00,veh14,2298.06,733.06,0.96
105.00,veh15,2298.06,733.06,0.96
105.00,veh16,2298.06,733.06,0.96
105.00,veh2,3627.08,1157.21,1.43
105.00,veh20,2209.05,704.77,0.83
105.00,veh21,3538.37,1128.90,1.40
105.00,veh22,2298.06,733.06,0.96
105.00,veh23,2298.06,733.06,0.96
105.00,veh24,2298.02,733.05,0.96
105.00,veh25,0.00,0.00,0.00
105.00,veh26,2765.52,882.30,1.08
105.00,veh3,2588.78,825.85,1.06
105.00,veh30,2614.83,834.17,1.06
105.00,veh31,2298.06,733.06,0.96
105.00,veh39,4701.00,1499.82,1.93
105.00,veh4,2511.20,801.08,1.04
105.00,veh47,2828.48,902.38,1.11
105.00,veh48,0.00,0.00,0.00
105.00,veh49,2459.46,784.73,0.87
105.00,veh5,2312.06,737.53,0.95
105.00,veh6,2286.34,729.32,0.95
106.00,veh12,2287.19,729.59,0.95
106.00,veh13,2298.06,733.06,0.96
106.00,veh14,2298.06,733.06,0.96
106.00,veh15,2298.06,733.06,0.96
106.00,veh16,2298.06,733.06,0.96
106.00,veh2,4188.36,1336.28,1.69
106.00,veh20,3244.13,1034.99,1.31
106.00,veh21,4224.80,1347.90,1.72
106.00,veh22,2298.06,733.06,0.96
106.00,veh23,2298.06,733.06,0.96
106.00,veh24,2298.06,733.06,0.96
106.00,veh25,0.00,0.00,0.00
106.00,veh26,3421.91,1091.71,1.38
106.00,veh3,2411.95,769.45,0.97
106.00,veh30,2707.67,863.80,1.10
106.00,veh31,2340.24,746.52,0.97
106.00,veh39,3725.71,1188.70,1.45
106.00,veh4,2578.85,822.68,1.06
106.00,veh47,3428.34,1093.76,1.39
106.00,veh48,2262.18,721.61,0.94
106.00,veh49,2425.02,773.75,0.85
106.00,veh5,2347.37,748.81,0.96
106.00,veh6,2293.39,731.58,0.95
107.00,veh12,2278.17,726.72,0.94
107.00,veh13,2289.45,730.31,0.95
107.00,veh14,2298.06,733.06,0.96
107.00,veh15,2298.06,733.06,0.96
107.00,veh16,2298.06,733.06,0.96
107.00,veh20,3638.06,1160.67,1.48
107.00,veh21,4392.06,1401.27,1.78
107.00,veh22,2298.06,733.06,0.96
107.00,veh23,2298.04,733.05,0.96
107.00,veh24,2298.06,733.06,0.96
107.00,veh25,2294.83,732.03,0.95
107.00,veh26,2920.86,931.88,1.14
107.00,veh3,2561.77,817.25,1.03
107.00,veh30,2909.65,928.25,1.18
107.00,veh31,2412.44,769.57,0.99
107.00,veh4,2447.86,780.90,0.99
107.00,veh47,3285.76,1048.29,1.31
107.00,veh48,2293.17,731.50,0.95
107.00,veh49,0.00,0.00,0.00
107.00,veh5,2559.66,816.55,1.05
107.00,veh6,2433.22,776.20,1.00
108.00,veh12,2394.54,763.85,0.99
108.00,veh13,2279.98,727.29,0.95
108.00,veh14,2289.57,730.35,0.95
108.00,veh15,2298.06,733.06,0.96
108.00,veh16,2298.06,733.06,0.96
108.00,veh20,3576.60,1141.08,1.44
108.00,veh21,4909.63,1566.40,2.01
108.00,veh22,2298.06,733.06,0.96
108.00,veh23,2298.06,733.06,0.96
108.00,veh24,2298.06,733.06,0.96
108.00,veh25,2297.79,732.97,0.96
108.00,veh26,0.00,0.00,0.00
108.00,veh3,2893.33,923.04,1.18
108.00,veh30,2717.24,866.88,1.08
108.00,veh31,2522.81,804.79,1.04
108.00,veh4,2429.51,775.05,0.97
108.00,veh47,3983.51,1270.90,1.62
108.00,veh48,2297.39,732.84,0.96
108.00,veh49,0.00,0.00,0.00
108.00,veh5,2692.63,858.98,1.11
108.00,veh6,2375.54,757.80,0.97
109.00,veh12,2414.24,770.15,0.99
109.00,veh13,2384.62,760.69,0.99
109.00,veh14,2284.28,728.66,0.95
109.00,veh15,2292.11,731.16,0.95
109.00,veh16,2298.06,733.06,0.96
109.00,veh20,4095.12,1306.51,1.67
109.00,veh21,4125.05,1316.12,1.62
109.00,veh22,2298.06,733.06,0.96
109.00,veh23,2298.06,733.06,0.96
109.00,veh24,2298.06,733.06,0.96
109.00,veh25,2297.96,733.02,0.96
109.00,veh26,0.00,0.00,0.00
109.00,veh3,3273.50,1044.34,1.34
109.00,veh30,3293.05,1050.58,1.34
109.00,veh31,2702.80,862.23,1.11
109.00,veh32,2298.06,733.06,0.96
109.00,veh4,2568.50,819.40,1.03
109.00,veh47,3396.70,1083.71,1.33
109.00,veh48,2339.93,746.43,0.97
109.00,veh49,0.00,0.00,0.00
109.00,veh5,2924.21,932.88,1.20
109.00,veh6,2488.86,793.97,1.02
110.00,veh12,2439.30,778.15,0.99
110.00,veh13,2474.92,789.51,1.02
110.00,veh14,2305.04,735.29,0.95
110.00,veh15,2285.56,729.07,0.95
110.00,veh16,2294.76,732.01,0.95
110.00,veh20,4019.48,1282.39,1.62
110.00,veh21,2350.94,750.15,0.77
110.00,veh22,2298.06,733.06,0.96
110.00,veh23,2298.06,733.06,0.96
110.00,veh24,2298.06,733.06,0.96
110.00,veh25,2298.04,733.05,0.96
110.00,veh26,2285.89,729.17,0.95
110.00,veh3,2913.24,929.42,1.16
110.00,veh30,3187.43,1016.90,1.28
110.00,veh31,2453.48,782.70,0.99
110.00,veh32,2286.87,729.49,0.95
110.00,veh4,2584.76,824.60,1.03
110.00,veh47,4225.79,1348.22,1.71
110.00,veh48,2438.65,777.93,1.01
110.00,veh49,2119.97,676.25,0.87
110.00,veh5,2272.40,724.94,0.89
110.00,veh6,2643.93,843.45,1.08
111.00,veh12,2562.92,817.60,1.04
111.00,veh13,2431.23,775.58,0.99
111.00,veh14,2510.84,800.96,1.04
111.00,veh15,2284.44,728.72,0.94
111.00,veh16,2287.48,729.68,0.95
111.00,veh20,4345.16,1386.30,1.76
111.00,veh21,3211.01,1024.53,1.18
111.00,veh22,2295.05,732.10,0.95
111.00,veh23,2298.06,733.06,0.96
111.00,veh24,2298.06,733.06,0.96
111.00,veh25,2298.06,733.06,0.96
111.00,veh26,2296.66,732.61,0.96
111.00,veh3,2813.50,897.61,1.11
111.00,veh30,3829.89,1221.87,1.57
111.00,veh31,2500.41,797.68,1.00
111.00,veh32,2314.03,738.16,0.96
111.00,veh4,2596.26,828.27,1.03
111.00,veh47,4274.19,1363.67,1.72
111.00,veh48,2654.25,846.73,1.10
111.00,veh49,2403.39,766.68,0.99
111.00,veh5,2509.23,800.50,0.99
111.00,veh6,2909.63,928.23,1.19
112.00,veh12,2578.08,822.45,1.04
112.00,veh13,2619.11,835.53,1.07
112.00,veh14,2566.51,818.74,1.06
112.00,veh15,2467.66,787.18,1.02
112.00,veh16,2279.21,727.05,0.94
112.00,veh20,3777.45,1205.21,1.48
112.00,veh21,1974.83,630.17,0.59
112.00,veh22,2291.36,730.92,0.95
112.00,veh23,2295.35,732.19,0.96
112.00,veh24,2298.06,733.06,0.96
112.00,veh25,2298.06,733.06,0.96
112.00,veh26,2298.00,733.04,0.96
112.00,veh3,3054.00,974.34,1.21
112.00,veh30,0.00,0.00,0.00
112.00,veh31,3049.75,972.94,1.25
112.00,veh32,2438.09,777.75,1.01
112.00,veh4,2595.72,828.11,1.02
112.00,veh47,3144.27,1003.21,1.18
112.00,veh48,2408.09,768.21,0.97
112.00,veh49,2384.78,760.75,0.98
112.00,veh5,2859.72,912.33,1.15
112.00,veh6,2901.19,925.55,1.18
113.00,veh12,3061.56,976.70,1.26
113.00,veh13,2854.06,910.50,1.17
113.00,veh14,2666.42,850.62,1.09
113.00,veh15,2568.86,819.48,1.06
113.00,veh16,2364.21,754.18,0.98
113.00,veh20,3780.00,1206.03,1.47
113.00,veh21,1635.78,522.00,0.43
113.00,veh22,2285.77,729.14,0.95
113.00,veh23,2293.53,731.61,0.95
113.00,veh24,2298.06,733.06,0.96
113.00,veh25,2298.06,733.06,0.96
113.00,veh26,2298.00,733.04,0.96
113.00,veh3,3527.76,1125.49,1.42
113.00,veh30,0.00,0.00,0.00
113.00,veh31,2713.27,865.61,1.08
113.00,veh32,2551.18,813.84,1.05
113.00,veh4,3368.31,1074.60,1.38
113.00,veh48,2579.90,823.03,1.05
113.00,veh49,2702.64,862.17,1.12
113.00,veh5,3054.75,974.56,1.23
113.00,veh6,2671.07,852.14,1.06
114.00,veh12,2987.30,953.03,1.21
114.00,veh13,2302.87,734.66,0.90
114.00,veh14,2921.63,932.05,1.20
114.00,veh15,2428.05,774.57,0.98
114.00,veh16,2416.98,771.02,0.99
114.00,veh21,1776.73,566.97,0.50
114.00,veh22,2275.59,725.90,0.94
114.00,veh23,2282.91,728.23,0.95
114.00,veh24,2298.06,733.06,0.96
114.00,veh25,2298.06,733.06,0.96
114.00,veh26,2298.06,733.06,0.96
114.00,veh3,3897.15,1243.35,1.59
114.00,veh30,2148.40,685.31,0.88
114.00,veh31,3039.41,969.66,1.22
114.00,veh32,2442.21,779.09,0.99
114.00,veh33,2298.06,733.06,0.96
114.00,veh4,3167.59,1010.57,1.27
114.00,veh48,2465.12,786.42,0.98
114.00,veh49,2611.47,833.10,1.06
114.00,veh5,3017.45,962.67,1.20
114.00,veh6,2847.54,908.45,1.13
115.00,veh12,0.00,0.00,0.00
115.00,veh13,2604.31,830.84,1.04
115.00,veh14,2013.51,642.35,0.77
115.00,veh15,2573.24,820.90,1.04
115.00,veh16,2499.59,797.39,1.02
115.00,veh22,2412.10,769.46,0.99
115.00,veh23,2307.06,735.94,0.95
115.00,veh24,2318.02,739.43,0.96
115.00,veh25,2298.06,733.06,0.96
115.00,veh26,2298.06,733.06,0.96
115.00,veh3,3216.16,1026.11,1.25
115.00,veh30,2280.22,727.37,0.95
115.00,veh31,2942.77,938.84,1.17
115.00,veh32,2454.78,783.11,0.99
115.00,veh33,2285.29,728.99,0.95
115.00,veh4,3194.45,1019.15,1.27
115.00,veh48,3077.31,981.73,1.26
115.00,veh49,2686.49,857.04,1.09
115.00,veh5,3266.23,1042.04,1.31
115.00,veh6,3372.11,1075.81,1.37
116.00,veh12,3334.32,1063.74,1.37
116.00,veh13,2354.30,751.09,0.91
116.00,veh14,2700.91,861.65,1.09
116.00,veh15,2510.63,800.94,1.01
116.00,veh16,2771.85,884.26,1.14
116.00,veh22,2504.68,799.01,1.03
116.00,veh23,2404.49,767.03,0.99
116.00,veh24,2421.43,772.44,1.00
